atividade_principal,data_situacao,tipo,nome,efr,telefone,email,situacao,bairro,logradouro,numero,cep,municipio,fantasia,porte,abertura,natureza_juridica,uf,cnpj,ultima_atualizacao,status,complemento,motivo_situacao,situacao_especial,data_situacao_especial,atividades_secundarias,capital_social,qsa,message,atividade_principal_code,possui_atividade_secundaria,atividade_secundaria_list,is_ativo,tem_situacao_especial,natureza_juridica_code,idade_empresa,tem_socios,socios_list,socios_count
Administração pública em geral,14/10/2005,MATRIZ,MUNICIPIO DE AJURICABA,MUNICÍPIO DE AJURICABA,(55) 3387-1300/ (55) 3387-1358,gabinete@ajuricaba.rs.gov.br,ATIVA,CENTRO,R OSCAR SCHMIDT,172,98.750-000,AJURICABA,,DEMAIS,08/02/1974,Município,RS,87.613.253/0001-19,2020-08-05T23:31:40.350Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,46,0,[],0
Administração pública em geral,06/08/2005,MATRIZ,MUNICIPIO DE SAO MIGUEL DO ANTA,MUNICÍPIO DE SAO MIGUEL DO ANTA,,,ATIVA,CENTRO,RUA SAO JOSE,730,36.590-000,SAO MIGUEL DO ANTA,PREFEITURA MUNICIPAL DE SAO MIGUEL DO ANTA,DEMAIS,23/12/1974,Município,MG,18.133.926/0001-10,2020-07-04T23:59:59.000Z,OK,1 ANDAR,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Educação superior - graduação e pós-graduação,09/04/2004,MATRIZ,UNIVERSIDADE ESTADUAL DE LONDRINA,,(43) 3371-4311,caf@uel.br,ATIVA,JD PORTAL DE VERSALH,"ROD CELSO GARCIA CD, KM 380",S/N,86.055-900,LONDRINA,UEL,DEMAIS,17/08/1970,Autarquia Estadual ou do Distrito Federal,PR,78.640.489/0001-53,2020-07-29T17:56:46.177Z,OK,CAMPUS UNIVERSITARIO,,,,"[{'text': 'Pesquisa e desenvolvimento experimental em ciências físicas e naturais', 'code': '72.10-0-00'}, {'text': 'Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências', 'code': '86.10-1-02'}, {'text': 'Serviços móveis de atendimento a urgências, exceto por UTI móvel', 'code': '86.21-6-02'}, {'text': 'Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos', 'code': '86.30-5-01'}, {'text': 'Atividade odontológica', 'code': '86.30-5-04'}, {'text': 'Testes e análises técnicas', 'code': '71.20-1-00'}, {'text': 'Atividades de museus e de exploração de lugares e prédios históricos e atrações similares', 'code': '91.02-3-01'}]",0.0,[],,85.32-5-00,1,"['Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos', 'Atividade odontológica', 'Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências', 'Atividades de museus e de exploração de lugares e prédios históricos e atrações similares', 'Pesquisa e desenvolvimento experimental em ciências físicas e naturais', 'Serviços móveis de atendimento a urgências, exceto por UTI móvel', 'Testes e análises técnicas']",1,1,111-2,50,0,[],0
Administração pública em geral,09/11/2001,MATRIZ,MUNICIPIO DE PINHAL GRANDE,MUNICÍPIO DE PINHAL GRANDE,(055) 2781-140,,ATIVA,INTEGRACAO,AV INTEGRACAO,2691,98.150-000,PINHAL GRANDE,MUNICIPIO DE PINHAL GRANDE,DEMAIS,22/12/1992,Município,RS,94.444.346/0001-22,2020-08-27T16:18:33.807Z,OK,PREDIO,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,27,0,[],0
Administração pública em geral,03/11/2005,MATRIZ,MUNICIPIO DE SERRANOS,MUNICÍPIO DE SERRANOS,,,ATIVA,CENTRO,PRACA DOZE DE DEZEMBRO,60,37.452-000,SERRANOS,SERRANOS GABINETE PREFEITO,DEMAIS,24/12/1974,Município,MG,18.008.912/0001-75,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Administração pública em geral,03/11/2005,MATRIZ,MUNICIPIO DE SERRO,MUNICÍPIO DE SERRO,,,ATIVA,CENTRO,PC JOAO PINHEIRO,154,39.150-000,SERRO,SERRO PREFEITURA GABINETE DO PREFEITO,DEMAIS,17/12/1974,Município,MG,18.303.271/0001-81,2020-08-13T19:42:12.062Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Atividades de televisão aberta,11/12/2004,MATRIZ,REDE DE TELEVISAO CIDADE LTDA,,(69) 3521-1999,,ATIVA,SETOR 02,AV PADRE ADOLPHO ROHL,1005,76.890-000,JARU,REDE DE TELEVISAO,MICRO EMPRESA,05/08/1997,Sociedade Empresária Limitada,RO,02.017.034/0001-14,2020-08-02T02:49:31.208Z,OK,SALA A,,,,"[{'text': 'Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente', 'code': '59.11-1-99'}]",100000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'SEBASTIAO FERREIRA SANTANA'}]",,60.21-7-00,1,"['Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente']",1,1,206-2,23,1,['SEBASTIAO FERREIRA SANTANA'],1
Atividades de organizações associativas ligadas à cultura e à arte,03/11/2005,FILIAL,FUNDACAO CRISTIANO VARELLA,,(32) 3729-7047 / (32) 3729-7010 / (32) 7223-517,administrativo@fcv.org.br,ATIVA,UNIVERSITARIO,AVENIDA CRISTIANO FERREIRA VARELLA,555,36.888-233,MURIAE,REDE ATIVIDADE DE CULTURA E COMUNICACAO,DEMAIS,23/03/2001,Fundação Privada,MG,00.961.315/0002-86,2020-07-04T23:59:59.000Z,OK,,,,,"[{'text': 'Atividades de rádio', 'code': '60.10-1-00'}, {'text': 'Atividades de televisão aberta', 'code': '60.21-7-00'}, {'text': 'Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas', 'code': '90.03-5-00'}, {'text': 'Atividades de museus e de exploração de lugares e prédios históricos e atrações similares', 'code': '91.02-3-01'}]",0.0,"[{'qual': '16-Presidente', 'nome': 'CARLOS ALBERTO CAMPOS DE CARVALHO'}]",,94.93-6-00,1,"['Atividades de museus e de exploração de lugares e prédios históricos e atrações similares', 'Atividades de rádio', 'Atividades de televisão aberta', 'Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas']",1,1,306-9,19,1,['CARLOS ALBERTO CAMPOS DE CARVALHO'],1
Administração pública em geral,16/04/2005,MATRIZ,MUNICIPIO DE TATUI,MUNICÍPIO DE TATUI,,,ATIVA,,AV CONEGO JOAO CLIMACO,140,18.270-540,TATUI,TATUI GABINETE DO PREFEITO,DEMAIS,24/12/1974,Município,SP,46.634.564/0001-87,2020-08-25T23:41:51.022Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Educação superior - graduação,03/11/2005,MATRIZ,UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO,,(11) 5627-0233/ (00) 9999-9999,secda@reitoria.unesp.br,ATIVA,CENTRO,R QUIRINO DE ANDRADE,215,01.049-010,SAO PAULO,,DEMAIS,31/05/1976,Autarquia Estadual ou do Distrito Federal,SP,48.031.918/0001-24,2020-08-26T17:37:02.779Z,OK,,,,,"[{'text': 'Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente', 'code': '59.11-1-99'}]",0.0,[],,85.31-7-00,1,"['Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente']",1,1,111-2,44,0,[],0
Atividades de televisão aberta,29/11/2019,MATRIZ,SOCIEDADE DE TELEVISAO CULTURAL E EDUCATIVA DE ANICUNS S/C,,,,ATIVA,CENTRO,AVENIDA GOIANIA,69,76.170-000,ANICUNS,TV ANICUNS,DEMAIS,20/04/1999,Fundação Privada,GO,03.209.728/0001-16,2020-07-04T23:59:59.000Z,OK,QD.03 LT.09,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '10-Diretor', 'nome': 'SEBASTIAO CANDIDO JUNIOR'}, {'qual': '16-Presidente', 'nome': 'ZAMOR DE MAGALHAES ALMEIDA'}]",,60.21-7-00,0,[],1,1,306-9,21,1,"['SEBASTIAO CANDIDO JUNIOR', 'ZAMOR DE MAGALHAES ALMEIDA']",2
Atividades de rádio,03/11/2005,MATRIZ,FUNDACAO CHAMPAGNAT,,(41) 3271-1515 / (41) 3271-1534,setorfiscal@grupomarista.org.br,ATIVA,PILARZINHO,RUA AMAURI LANGE SILVERIO,270,82.120-000,CURITIBA,RADIO PARANA,DEMAIS,01/10/1976,Fundação Privada,PR,77.372.209/0001-00,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '16-Presidente', 'nome': 'HENRIQUE MUNHOZ DA ROCHA'}]",,60.10-1-00,0,[],1,1,306-9,43,1,['HENRIQUE MUNHOZ DA ROCHA'],1
Administração pública em geral,03/11/2005,MATRIZ,MUNICIPIO DE BELO JARDIM,MUNICÍPIO DE BELO JARDIM,,,ATIVA,CENTRO,RUA SIQUEIRA CAMPOS,108,55.150-001,BELO JARDIM,BELO JARDIM GABINETE DO PREFEITO,DEMAIS,31/12/1974,Município,PE,10.260.222/0001-05,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Atividades de televisão aberta,27/08/2005,MATRIZ,KTV RADIO E TELEVISAO LTDA,,(69) 3441-5073,ktv@nettravel.com.br,ATIVA,JARDIM CLODOALDO,AV SETE DE SETEMBRO,3326,76.963-550,CACOAL,SISTEMA SURUI DE COMUNICACAO,MICRO EMPRESA,28/04/2000,Sociedade Empresária Limitada,RO,03.776.336/0001-39,2020-08-06T23:01:28.755Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",50000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'VALDECI ADAO LOPES'}, {'qual': '49-Sócio-Administrador', 'nome': 'VANESSA OLIVEIRA LOPES'}]",,60.21-7-00,0,[],1,1,206-2,20,1,"['VALDECI ADAO LOPES', 'VANESSA OLIVEIRA LOPES']",2
Atividades de associações de defesa de direitos sociais,08/07/2001,MATRIZ,FUNDACAO DE APOIO A GERACAO PRODUCAO CRIACAO E DIFUSAO DE RADIO E TV.,,(0081) 5431-684,,ATIVA,APIPUCOS,RUA APIPUCOS,222,52.071-405,RECIFE,FUNCOMARTE,DEMAIS,21/08/2000,Fundação Privada,PE,04.005.003/0001-79,2020-07-04T23:59:59.000Z,OK,,,,,"[{'text': 'Produção de filmes para publicidade', 'code': '59.11-1-02'}, {'text': 'Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente', 'code': '59.12-0-99'}, {'text': 'Distribuição cinematográfica, de vídeo e de programas de televisão', 'code': '59.13-8-00'}, {'text': 'Atividades de rádio', 'code': '60.10-1-00'}, {'text': 'Atividades de televisão aberta', 'code': '60.21-7-00'}, {'text': 'Programadoras', 'code': '60.22-5-01'}, {'text': 'Fornecimento e gestão de recursos humanos para terceiros', 'code': '78.30-2-00'}, {'text': 'Atividades de apoio à educação, exceto caixas escolares', 'code': '85.50-3-02'}, {'text': 'Atividades de organizações associativas ligadas à cultura e à arte', 'code': '94.93-6-00'}, {'text': 'Atividades associativas não especificadas anteriormente', 'code': '94.99-5-00'}]",0.0,"[{'qual': '16-Presidente', 'nome': 'CRISTIANE RIBEIRO DE CARVALHO'}]",,94.30-8-00,1,"['Atividades associativas não especificadas anteriormente', 'Atividades de apoio à educação, exceto caixas escolares', 'Atividades de organizações associativas ligadas à cultura e à arte', 'Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente', 'Atividades de rádio', 'Atividades de televisão aberta', 'Distribuição cinematográfica, de vídeo e de programas de televisão', 'Fornecimento e gestão de recursos humanos para terceiros', 'Produção de filmes para publicidade', 'Programadoras']",1,1,306-9,20,1,['CRISTIANE RIBEIRO DE CARVALHO'],1
Administração pública em geral,03/11/2005,MATRIZ,MUNICIPIO DE SIMONESIA,MUNICÍPIO DE SIMONESIA,(033) 3361-235,,ATIVA,CENTRO,PC GETULIO VARGAS,50,36.930-000,SIMONESIA,SIMONESIA GABINETE DO PREFEITO,DEMAIS,19/12/1974,Município,MG,18.385.120/0001-10,2020-08-27T11:26:52.030Z,OK,CASA,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Atividades de televisão aberta,31/12/2004,MATRIZ,TELEVISAO RIO FORMOSO LTDA,,(62) 3250-1118 / (62) 9687-6082 / (62) 3250-1118,sebastiao.pereira@gjccorp.com.br,ATIVA,PERIMETRO SUBURBANO,"RODOVIA RODOVIA BR-153, KM 665, CHACARA 01",S/N,77.402-970,GURUPI,,DEMAIS,02/06/1981,Sociedade Empresária Limitada,TO,02.910.917/0001-59,2020-07-04T23:59:59.000Z,OK,,,,,"[{'text': 'Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet', 'code': '63.11-9-00'}, {'text': 'Portais, provedores de conteúdo e outros serviços de informação na internet', 'code': '63.19-4-00'}, {'text': 'Outras atividades de publicidade não especificadas anteriormente', 'code': '73.19-0-99'}]",3642578.0,"[{'qual': '22-Sócio', 'nome_rep_legal': 'JAIME CAMARA JUNIOR', 'qual_rep_legal': '05-Administrador', 'nome': 'OJC ADMINISTRACAO E PARTICIPACOES S/A'}, {'qual': '49-Sócio-Administrador', 'nome': 'JAIME CAMARA JUNIOR'}]",,60.21-7-00,1,"['Outras atividades de publicidade não especificadas anteriormente', 'Portais, provedores de conteúdo e outros serviços de informação na internet', 'Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet']",1,1,206-2,39,1,"['JAIME CAMARA JUNIOR', 'OJC ADMINISTRACAO E PARTICIPACOES S/A']",2
Educação superior - pós-graduação e extensão,24/12/2004,MATRIZ,UNIVERSIDADE ESTADUAL DO TOCANTINS - UNITINS,,(63) 3218-4925/ (63) 3218-2964,reitoria@unitins.br,ATIVA,CENTRO,Q QUADRA - 108 SUL ALAMEDA 11 - LOTE -03,SN,77.020-122,PALMAS,UNITINS,DEMAIS,13/01/1997,Autarquia Estadual ou do Distrito Federal,TO,01.637.536/0001-85,2020-08-20T22:13:17.935Z,OK,CONJ UNITINS,,,,"[{'text': 'Atividades de rádio', 'code': '60.10-1-00'}, {'text': 'Atividades de televisão aberta', 'code': '60.21-7-00'}]",0.0,[],,85.33-3-00,1,"['Atividades de rádio', 'Atividades de televisão aberta']",1,1,111-2,23,0,[],0
Administração pública em geral,14/10/2005,MATRIZ,MUNICIPIO DE LUCAS DO RIO VERDE,MUNICÍPIO DE LUCAS DO RIO VERDE,(65) 3548-2315/ (65) 3548-2317,contabilidade@lucasdorioverde.mt.gov.br,ATIVA,LOTEAMENTO PARQUE DOS BURITIS,AV AMERICA DO SUL,2500 S,78.455-000,LUCAS DO RIO VERDE,PREFEITURA MUNICIPAL,DEMAIS,05/01/1989,Município,MT,24.772.246/0001-40,2020-08-11T13:18:42.170Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,31,0,[],0
Administração pública em geral,14/09/2002,MATRIZ,MUNICIPIO DE GARCA,MUNICÍPIO DE GARCA,,,ATIVA,CENTRO,PC HILMAR M DE OLIVEIRA,102,17.400-000,GARCA,GARCA GABINETE PREFEITO,DEMAIS,26/12/1974,Município,SP,44.518.371/0001-35,2020-08-24T19:05:56.702Z,OK,,,,,"[{'text': 'Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais', 'code': '84.12-4-00'}]",0.0,[],,84.11-6-00,1,"['Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais']",1,1,124-4,45,0,[],0
Administração pública em geral,24/09/2005,MATRIZ,MUNICIPIO DE SAO DOMINGOS,MUNICÍPIO DE SAO DOMINGOS,,,ATIVA,CENTRO,RUA GETULIO VARGAS,750,89.835-000,SAO DOMINGOS,SAO DOMINGOS PREF GABINETE DO PREFEITO,DEMAIS,18/12/1974,Município,SC,83.009.894/0001-08,2020-07-04T23:59:59.000Z,OK,PREFEITURA MUNICIP,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Atividades de televisão aberta,03/11/2005,MATRIZ,TV EDUCATIVA BARRA LESTE S/C LTDA,,,,ATIVA,JARDIM MIRAMAR,RUA 47,S/N,24.900-001,MARICA,TELA LESTE,MICRO EMPRESA,06/10/1993,Sociedade Empresária Limitada,RJ,73.462.442/0001-23,2020-07-04T23:59:59.000Z,OK,LOTE 32 QUADRA 96,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '22-Sócio', 'nome': 'WELLINGTON SALGADO DE OLIVEIRA'}, {'qual': '22-Sócio', 'nome_rep_legal': 'WELLINGTON SALGADO DE OLIVEIRA', 'qual_rep_legal': '05-Administrador', 'nome': 'WALLACE SALGADO DE OLIVEIRA'}, {'qual': '22-Sócio', 'nome_rep_legal': 'WELLINGTON SALGADO DE OLIVEIRA', 'qual_rep_legal': '05-Administrador', 'nome': 'JEFFERSON SALGADO DE OLIVEIRA'}]",,60.21-7-00,0,[],1,1,206-2,26,1,"['JEFFERSON SALGADO DE OLIVEIRA', 'WALLACE SALGADO DE OLIVEIRA', 'WELLINGTON SALGADO DE OLIVEIRA']",3
Administração pública em geral,15/03/2003,MATRIZ,MUNICIPIO DE BRAGANCA PAULISTA,MUNICÍPIO DE BRAGANCA PAULISTA,,,ATIVA,B SANTO AGOSTINHO,AVDA ANTONIO PIRES PIMENTEL,2015,12.900-011,BRAGANCA PAULISTA,,DEMAIS,06/11/1973,Município,SP,46.352.746/0001-65,2020-08-12T13:29:28.611Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,46,0,[],0
Administração pública em geral,23/08/2003,MATRIZ,MUNICIPIO DE RONDINHA,MUNICÍPIO DE RONDINHA,,,ATIVA,CENTRO,AV SARANDI,646,99.590-000,RONDINHA,RONDINHA GABINETE PREFEITO,DEMAIS,23/03/1972,Município,RS,87.712.212/0001-80,2020-08-06T19:55:57.451Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,48,0,[],0
Administração pública em geral,03/11/2005,MATRIZ,MUNICIPIO DE ROSARIO DO SUL,MUNICÍPIO DE ROSARIO DO SUL,(55) 3231-2844,,ATIVA,CENTRO,RUA AMARO SOUTO,2203,97.590-000,ROSARIO DO SUL,MUNICIPAL DE ROSARIO DO SUL,DEMAIS,14/01/1975,Município,RS,88.138.292/0001-74,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
********,05/01/2010,FILIAL,COMPANHIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA - CEEE-GT,,,,BAIXADA,SEDE,LOC VILA RESIDENCIAL,S/N,96.495-000,CANDIOTA,CEEE,DEMAIS,05/01/1976,Sociedade de Economia Mista,RS,92.715.812/0587-25,2020-07-04T23:59:59.000Z,OK,,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '08-Conselheiro de Administração', 'nome': 'MAURICIO CARVALHO MAZZINI'}, {'qual': '08-Conselheiro de Administração', 'nome': 'PAULO ROBERTO MIGUEZ BASTOS DA SILVA'}, {'qual': '16-Presidente', 'nome': 'MARCO DA CAMINO ANCONA LOPEZ SOLIGO'}, {'qual': '08-Conselheiro de Administração', 'nome': 'EVERTON SANTOS OLTRAMARI'}, {'qual': '10-Diretor', 'nome': 'GIOVANI FRANCISCO DA SILVA'}, {'qual': '08-Conselheiro de Administração', 'nome': 'MARTHA LYRA NASCIMENTO'}, {'qual': '08-Conselheiro de Administração', 'nome': 'MARCIO ANTONIO GUEDES DRUMMOND'}, {'qual': '08-Conselheiro de Administração', 'nome': 'VERA INEZ SALGUEIRO LERMEN'}, {'qual': '10-Diretor', 'nome': 'CARLOS RONALDO VIEIRA FERNANDES'}, {'qual': '10-Diretor', 'nome': 'LUIS CARLOS SACILOTO TADIELLO'}, {'qual': '10-Diretor', 'nome': 'GUSTAVO BALBINO DIAS DA COSTA'}, {'qual': '10-Diretor', 'nome': 'CARLOS AUGUSTO TAVARES DE ALMEIDA'}, {'qual': '10-Diretor', 'nome': 'LUCIO DO PRADO NUNES'}]",,00.00-0-00,0,[],0,1,203-8,44,1,"['CARLOS AUGUSTO TAVARES DE ALMEIDA', 'CARLOS RONALDO VIEIRA FERNANDES', 'EVERTON SANTOS OLTRAMARI', 'GIOVANI FRANCISCO DA SILVA', 'GUSTAVO BALBINO DIAS DA COSTA', 'LUCIO DO PRADO NUNES', 'LUIS CARLOS SACILOTO TADIELLO', 'MARCIO ANTONIO GUEDES DRUMMOND', 'MARCO DA CAMINO ANCONA LOPEZ SOLIGO', 'MARTHA LYRA NASCIMENTO', 'MAURICIO CARVALHO MAZZINI', 'PAULO ROBERTO MIGUEZ BASTOS DA SILVA', 'VERA INEZ SALGUEIRO LERMEN']",13
Administração pública em geral,10/07/2004,MATRIZ,MUNICIPIO DE BRUSQUE,MUNICÍPIO DE BRUSQUE,,,ATIVA,CENTRO,PC DAS BANDEIRAS,77,88.350-050,BRUSQUE,BRUSQUE PREF GABINETE DO PREFEITO,DEMAIS,20/12/1974,Município,SC,83.102.343/0001-94,2020-08-18T21:47:58.594Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Administração pública em geral,10/09/2005,MATRIZ,MUNICIPIO DE SAO PEDRO DOS FERROS,MUNICÍPIO DE SAO PEDRO DOS FERROS,(033) 3352-1286 / (033) 3352-1286,,ATIVA,CENTRO,PRACA PREFEITO ARMANDO RIOS,186,35.360-000,SAO PEDRO DOS FERROS,SAO PEDRO DOS FERROS GABINETE PREFEITO,DEMAIS,21/05/1976,Município,MG,19.243.500/0001-82,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,44,0,[],0
Administração pública em geral,02/04/2005,MATRIZ,MUNICIPIO DE SAO ROQUE DE MINAS,MUNICÍPIO DE SAO ROQUE DE MINAS,(037) 4331-133 / (037) 4331-133,,ATIVA,CENTRO,PRACA ALIBENIDES DA COSTA FARIA,10,37.928-000,SAO ROQUE DE MINAS,SAO ROQUE GABINETE DO PREFEITO,DEMAIS,27/12/1974,Município,MG,18.306.670/0001-04,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Administração pública em geral,30/07/2005,MATRIZ,MUNICIPIO DE SANANDUVA,MUNICÍPIO DE SANANDUVA,,,ATIVA,CENTRO,AV FIORENTINO BACCHI,673,99.840-000,SANANDUVA,,DEMAIS,08/02/1974,Município,RS,87.613.543/0001-62,2020-08-25T20:46:48.360Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,46,0,[],0
Administração pública em geral,03/11/2005,MATRIZ,MUNICIPIO DE SANTA BARBARA DO SUL,MUNICÍPIO DE SANTA BARBARA DO SUL,,,ATIVA,CENTRO,AVENIDA EDUARDO DE BRITO,101,98.240-000,SANTA BARBARA DO SUL,SANTA BARBARA DO SUL GABINETE PREFEITO,DEMAIS,04/04/1975,Município,RS,88.496.468/0001-60,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Atividades de televisão aberta,24/09/2005,MATRIZ,FUNDACAO DE ARTE COMUNICACAO CULTURA E ENSINO FACCE,,(35) 3271-3095 / (35) 8868-3734 / (86) 3271-1897,braz.contab@oi.com.br,ATIVA,SERTAOZINHO,AVENIDA CONTORNO PRESIDENTE ANTONIO CARLOS,187,37.480-000,LAMBARI,,DEMAIS,13/07/1993,Fundação Privada,MG,25.643.107/0001-89,2020-07-04T23:59:59.000Z,OK,CASA;,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '10-Diretor', 'nome': 'HELENA CARNEIRO RODRIGUES'}, {'qual': '16-Presidente', 'nome': 'EUGENIO CARNEIRO RODRIGUES'}]",,60.21-7-00,0,[],1,1,306-9,27,1,"['EUGENIO CARNEIRO RODRIGUES', 'HELENA CARNEIRO RODRIGUES']",2
Atividades de rádio,03/11/2005,MATRIZ,SISTEMA TROPICAL RONDONIENSE DE COMUNICACOES LTDA,,(69) 3219-9000,,ATIVA,VILA NOVA,AVENIDA IMIGRANTES,1885,76.970-970,PIMENTA BUENO,,MICRO EMPRESA,20/11/1987,Sociedade Empresária Limitada,RO,22.882.997/0001-93,2020-07-04T23:59:59.000Z,OK,SALA A,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '22-Sócio', 'nome': 'ALBERTO CESAR LOYOLA BRANCO'}, {'qual': '22-Sócio', 'nome': 'JOAO LUIZ DE SOUZA LOPES'}, {'qual': '49-Sócio-Administrador', 'nome': 'MARLON DIEGO DE OLIVEIRA LEONI'}]",,60.10-1-00,0,[],1,1,206-2,32,1,"['ALBERTO CESAR LOYOLA BRANCO', 'JOAO LUIZ DE SOUZA LOPES', 'MARLON DIEGO DE OLIVEIRA LEONI']",3
Administração pública em geral,29/01/2005,MATRIZ,MUNICIPIO DE TAIOBEIRAS,MUNICÍPIO DE TAIOBEIRAS,,,ATIVA,CENTRO,PC DA MATRIZ,145,39.550-000,TAIOBEIRAS,TAIOBEIRAS PREFEITURA GABINETE PREFEITO,DEMAIS,26/12/1974,Município,MG,18.017.384/0001-10,2020-07-15T18:51:30.716Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Administração pública em geral,13/08/2005,MATRIZ,MUNICIPIO DE PARNAMIRIM,MUNICÍPIO DE PARNAMIRIM,,,ATIVA,CENTRO,RUA DR. MIGUEL,22,56.163-000,PARNAMIRIM,GABINETE DO PREFEITO,DEMAIS,30/12/1974,Município,PE,11.361.235/0001-25,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
